"X2.5","X2.0","X1.5","X1.0","X0.5"
0.41775394564806,0.422994206826714,0.37986772755928,0.242459281896188,0.13224259791691
0.418993782374644,0.419090433166872,0.364059643402092,0.220917767271282,0.141602030649421
0.420741550805683,0.429243078207494,0.353495305856061,0.24744991596231,0.106987056478648
0.422570412641566,0.439993504652013,0.366887473206343,0.207813313459198,0.129483460114048
0.416077560488216,0.430538344579432,0.370699805947004,0.2592089201024,0.132720539176519
0.417869597780482,0.434589214015671,0.359677219232949,0.221364763597218,0.107027040175327
0.421481542115039,0.424230952577536,NA,0.228155353568161,0.130324671801341
0.418011681882243,0.421713699146975,NA,0.232459934247438,0.152816830059178
0.421563276348084,0.431575110854374,NA,0.217045387749324,0.11130370812196
0.422412469200056,0.435365298144979,NA,0.216583332696764,0.11235265858074
0.415545677285406,0.419942235778592,0.377706476926494,0.279357334591349,0.139288490369158
0.425122473894354,0.438407831273573,0.37393249417805,0.219807632630161,0.108721060729276
0.417334852894255,0.418884591708564,NA,0.221865489428967,0.149817868712729
0.419895990569219,0.42205493611848,0.347547031031538,0.245482454869556,0.119856259164662
0.417534330630467,0.431575110854374,0.361108168283091,0.224585906687925,0.108688842613395
0.417869597780482,0.420008845899037,NA,0.222177882197766,0.136809968916309
0.416504522107849,0.42368207031367,0.379875096701119,0.24670656110576,0.146487584514701
0.416368649507471,0.422603596206654,0.369275878307502,0.281358524393869,0.11702023857216
0.41615138098057,0.41240207965295,NA,0.230180431083144,0.156698147483639
0.417142992750606,0.413906939229362,NA,0.239739947737085,0.157990269512675
0.42056638031593,0.430539250049179,0.35282850384975,0.245655947559266,0.141706686855635
0.41835099331339,0.437547354708773,0.367303212761912,0.240600925233706,0.120654577710164
0.418915583784617,0.428872262857592,0.368444045971106,0.215644355758421,0.116407352794435
0.422899670883642,0.437426845101272,0.368796544161482,0.259033044939073,0.109869794099997
0.417534330630467,0.447471680835596,NA,0.243470075706308,0.12260225634294
0.419629956845365,0.435470191115194,0.344443050131068,0.218206099387563,0.135140991042688
0.408626570425659,0.42677065853404,NA,0.249380275648186,0.148634950707133
0.427935741817177,0.433914534197543,0.361781994498337,0.227037875939979,0.0891837649503513
0.418722118152822,0.425043945012584,NA,0.227178832841521,0.136976197652516
0.421542368030279,0.431897687263902,0.358690672990705,0.239356122029676,0.116577487067437
0.422899670883642,0.423408697080116,0.358702012752074,0.213193995138214,0.128515780191145
0.428563029183192,0.43455523538151,0.345124938306824,0.208912985520576,0.143698362955909
0.413642739264519,0.412884172325475,NA,0.260270076497192,0.160479184473411
0.419951300205716,0.437578373266976,0.370334712271389,0.263504960215367,0.125817147926677
0.424396209329385,0.430352769817138,0.364312806009487,0.225834835880915,0.0928296806010977
0.417309367240951,0.419555889162509,0.362137062808959,0.234185329251529,0.11370570830584
0.422336955858713,0.44077575778164,0.361027393601918,0.23034556673456,0.111469372638385
0.423454839683535,0.422712977013054,NA,0.216464635580336,0.153626707674354
0.41835099331339,0.436735386727563,0.359164939057138,0.204242477632996,0.139817183766127
0.421538236952108,0.431897687263902,NA,0.218336704768512,0.105985988584737
0.417989326641924,0.432828330440383,0.360632997854497,0.21865941443243,0.120138722684695
0.415863441552744,0.444596949447833,0.383115313921467,0.243117815049685,0.143484568938329
0.429681762793738,0.438356667282228,0.373334726027428,0.250905362384017,0.135590016255923
0.419698482347413,0.443579684210183,0.35432087281072,0.229173063379654,0.120809960712028
0.420356636529134,0.429784834861146,0.356987930723024,0.251088188377482,0.119764456045019
0.428563029183192,0.443893099000222,0.348964507785641,0.215814178760356,0.137107661856921
0.418179721195224,0.425990128560637,NA,0.210552737800269,0.148000489945089
0.419115847787608,0.427893629946439,NA,0.21969996887782,0.172839678404681
0.419975671642726,0.42266752209432,NA,0.213728244984958,0.123796192258368
0.418915583784617,0.436893458156555,0.3821613434197,0.225831355534136,0.134501442613417
0.419562405765006,0.428393775523771,0.36029952033168,0.228170048966614,0.108124643389789
0.415406397429063,0.428744840388267,0.35882913663782,0.223752265124111,0.137966887407084
0.42056638031593,0.43069933671505,0.363647936579163,0.212387885620376,0.118685976921058
0.40433635095071,0.410702125998447,NA,0.255560646934691,0.192483317370353
0.427872156925078,0.429576704590393,0.352892364370453,0.226995660338949,0.128629422975046
0.427163342670749,0.433759751435991,0.350355918410398,0.215328237746254,0.125874390074623
0.432720183792849,0.440514507516883,0.370598429393889,0.233403047686536,0.110671878969043
0.412899117088702,0.414194954967773,NA,0.220660486609319,0.165448675752334
0.418372939431073,0.428471419834784,0.358154725050981,0.21496543171995,0.121342784982762
0.423229275595588,0.434026979579172,NA,0.213084040197228,0.107914633136899
0.417202131241813,0.416210232789314,NA,0.221473938008864,NA
0.417179581984341,0.436373227633818,0.359716511543853,0.23341185165431,0.131116696783406
0.425438435521183,0.422367235186744,0.356600213811472,0.243270451121802,0.108569334300267
0.419629956845365,0.427158336871873,0.357790871914568,0.245823751597371,0.147755937363529
0.413860594466424,0.430996829170961,0.373824987339587,0.263614351585092,0.129600033788598
0.420420659487446,0.435191625845731,0.37417908917873,0.247325470611213,0.114540235864467
0.42409656554533,0.440076147441061,0.367826592664175,0.243140246601417,0.100143101222913
0.422361768775773,0.436551482550463,0.363895370405052,0.232379666655312,0.0961617797140293
0.417142992750606,0.436423691945451,0.382839345061762,0.25249283459194,0.146697038090942
0.418722118152822,0.426023528113785,NA,0.222088626312838,0.119150539348963
0.414677569892446,0.420547563494077,0.375064159118213,0.230231602149542,0.14034332788263
0.414407497299681,0.420291911031481,NA,0.217649418540563,0.173826695574614
0.421852346772531,0.425356309246572,0.362585591757608,0.226548049974754,0.109749031042127
0.419824943593751,0.432659739080211,NA,0.209968572829051,0.135041696100589
0.431705680096482,0.442285394513051,0.358825887234357,0.212294699765541,0.130298088503169
0.423212255486106,0.440734405635178,0.38249360330657,0.236946593671622,0.111169343735532
0.422570412641566,0.420275296661774,NA,0.21453817520012,NA
0.422412469200056,0.414309991480955,NA,0.224421565680683,0.138955576370232
0.419975671642726,0.432877979479839,0.375277292861764,0.237204011639186,0.113404111744708
0.420627212379923,0.437968501966997,0.370347550811296,0.237139872281292,0.0907171660130166
0.416343966234219,0.421666829752229,0.363383455024866,0.216803167705334,0.147282967217786
0.424432851838974,0.437816080182728,0.361689748961476,0.221788553320274,0.114947782474943
0.416197578889256,0.422048693462523,NA,0.236483681417921,0.15865269645986
0.418310095863014,0.439419448764997,0.363016496253211,0.221441553246327,0.0889394634755822
0.418097483401136,0.418348965433329,NA,0.242332526550996,0.123219763180557
0.41835099331339,0.432139664591541,NA,0.210053175654218,0.153309556256412
0.418097483401136,0.432342119377866,0.374569381092339,0.256423719370243,0.126646233997004
0.420599671998938,0.425951189336387,0.356952683175993,0.221638075640199,0.127193282711301
0.419895990569219,0.424208393562043,0.36426290357469,0.223441284978219,0.0999668093273992
0.422336955858713,0.434081613277542,0.361724248932642,0.2493165209385,0.118847630506087
0.422412469200056,0.431897687263902,0.356988750938832,0.248907778869463,0.114221244965773
0.416019009791884,0.428836238133676,NA,0.235908119524234,0.130880575899331
0.418812786840012,0.434698722072689,0.362189972237211,0.223811811376251,0.136032467565409
0.42165771009865,0.436081433588662,0.365606641683415,0.216456108552351,0.126230163100955
0.41835099331339,0.425755338425671,0.350597694967282,0.229535457714174,0.12800564839244
0.414407497299681,0.423745707239121,0.369071984758462,0.218790779803295,0.153252688871445
0.416368649507471,0.425916081079263,0.359582373580334,0.225662393040309,0.108748688453825
0.424972955255522,0.439797543472701,0.360701683860299,0.23092688213246,0.0972542700946378
0.419947619168712,0.438859417092146,0.355772687244183,0.208093549116132,0.132301266865003
0.422777597690859,0.44044473730188,0.363152927334875,0.229111114400159,0.134201214357807
